"Event_Name","Event_ID","Event_Date","Event_Tour_1","Event_Tour_2","Event_Tour_3","Scrape_Date"
"Thailand Open",5040,2012-08-12,"OneAsia Tour",NA,NA,2016-01-28
"Wyndham Championship",5043,2012-08-19,"PGA Tour",NA,NA,2016-01-28
"Kansai Open Golf Championship ",5044,2012-08-19,"Japan Golf Tour",NA,NA,2016-01-28
"Midwest Classic Presented by Cadillac",5045,2012-08-19,"Web.com Tour",NA,NA,2016-01-28
"ECCO Tour Championship",5046,2012-08-19,"European Challenge Tour",NA,NA,2016-01-28
"Jamieson WFCU Windsor Roseland Charity Classic",5047,2012-08-19,"PGA Tour Canada",NA,NA,2016-01-28
"Johhnie Walker Championship",5048,2012-08-26,"European Tour",NA,NA,2016-01-28
"The Barclays",5049,2012-08-26,"PGA Tour",NA,NA,2016-01-28
"Vana H Cup KBC Augusta",5050,2012-08-26,"Japan Golf Tour",NA,NA,2016-01-28
"News Sentinel Open",5051,2012-08-26,"Web.com Tour",NA,NA,2016-01-28
"Rolex Trophy",5052,2012-08-26,"European Challenge Tour",NA,NA,2016-01-28
"Canadian Tour Championship",5053,2012-08-26,"PGA Tour Canada",NA,NA,2016-01-28
"Vodacom Origins - Selborne",5054,2012-08-26,"Sunshine Tour",NA,NA,2016-01-28
"Deutsche Bank Championship",5055,2012-09-02,"PGA Tour",NA,NA,2016-01-28
"Mylan Classic",5056,2012-09-02,"Web.com Tour",NA,NA,2016-01-28
"Omega European Masters",5057,2012-09-02,"Asian Tour","European Tour",NA,2016-01-28
"Fujisankei Classic",5058,2012-09-02,"Japan Golf Tour",NA,NA,2016-01-28
"Wild Waves Golf Challenge",5059,2012-09-02,"Sunshine Tour",NA,NA,2016-01-28
"SBS Happiness KJB The 55th KPGA Championship ",5060,2012-09-02,"Korean Golf Tour",NA,NA,2016-01-28
"KLM Open",5061,2012-09-09,"European Tour",NA,NA,2016-01-28
"BMW Championship",5062,2012-09-09,"PGA Tour",NA,NA,2016-01-28
"Toshin Golf Tournament",5063,2012-09-09,"Japan Golf Tour",NA,NA,2016-01-28
"M2M Russian Challenge Cup",5064,2012-09-09,"European Challenge Tour",NA,NA,2016-01-28
"High1 Resort Open",5065,2012-09-09,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"Mundo Maya Open presentado por Corona",5066,2012-09-09,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Worldwide Holdings Selangor Masters",5067,2012-09-09,"Asian Tour",NA,NA,2016-01-28
"Vodacom Origins - Sishen",5068,2012-09-09,"Sunshine Tour",NA,NA,2016-01-28
"The Great Waterway Classic",5069,2012-09-09,"PGA Tour Canada",NA,NA,2016-01-28
"BMW Italian Open",5070,2012-09-16,"European Tour",NA,NA,2016-01-28
"ANA Open",5071,2012-09-16,"Japan Golf Tour",NA,NA,2016-01-28
"Kazakhstan Open",5072,2012-09-16,"European Challenge Tour",NA,NA,2016-01-28
"Albertsons Boise Open Presented by Kraft",5073,2012-09-16,"Web.com Tour",NA,NA,2016-01-28
"Yeangder Tournament Players Championship",5074,2012-09-16,"Asian Tour",NA,NA,2016-01-28
"TransAmerican Power Products Open",5075,2012-09-16,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Dongbu Promi Open",5076,2012-09-16,"Korean Golf Tour",NA,NA,2016-01-28
"TOUR Championship by Coca-Cola",5077,2012-09-23,"PGA Tour",NA,NA,2016-01-28
"WNB Golf Classic",5078,2012-09-23,"Web.com Tour",NA,NA,2016-01-28
"Asia-Pacific Panasonic Open",5079,2012-09-23,"Asian Tour","Japan Golf Tour",NA,2016-01-28
"ALLIANZ Golf Open Toulouse Metropole",5080,2012-09-23,"European Challenge Tour",NA,NA,2016-01-28
"Colombian Open",5081,2012-09-23,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Munsingwear Match Play Championship",5082,2012-09-23,"Korean Golf Tour",NA,NA,2016-01-28
"Coca-Cola Tokai Classic",5083,2012-09-30,"Japan Golf Tour",NA,NA,2016-01-28
"Mercuries Taiwan Masters",5084,2012-09-30,"Asian Tour",NA,NA,2016-01-28
"South Pacific Golf Open ",5085,2012-09-30,"PGA Tour Australasia",NA,NA,2016-01-28
"Challenge de Catalunya",5086,2012-09-30,"European Challenge Tour",NA,NA,2016-01-28
"Chiquita Classic",5087,2012-09-30,"Web.com Tour",NA,NA,2016-01-28
"Vodacom Origins of Golf Final",5088,2012-09-30,"Sunshine Tour",NA,NA,2016-01-28
"Alfred Dunhill Links Championship",5089,2012-10-07,"European Tour",NA,NA,2016-01-28
"Justin Timberlake Shriners Hospitals for Children Open",5090,2012-10-07,"PGA Tour",NA,NA,2016-01-28
"Neediest Kids Championship",5091,2012-10-07,"Web.com Tour",NA,NA,2016-01-28
"Brazil Open presented by Credit Suisse Hedging-Griffo",5092,2012-10-07,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Canon Open",5093,2012-10-07,"Japan Golf Tour",NA,NA,2016-01-28
"ALLIANZ Open de Lyon",5094,2012-10-07,"European Challenge Tour",NA,NA,2016-01-28
"CJ Invitational Hosted by KJ Choi",5095,2012-10-07,"Asian Tour","Korean Golf Tour",NA,2016-01-28
"Frys.com Open",5097,2012-10-14,"PGA Tour",NA,NA,2016-01-28
"Portugal Masters",5098,2012-10-14,"European Tour",NA,NA,2016-01-28
"Japan Open Golf Championship",5099,2012-10-14,"Japan Golf Tour",NA,NA,2016-01-28
"Miccosukee Championship",5100,2012-10-14,"Web.com Tour",NA,NA,2016-01-28
"Roberto de Vicenzo Invitational Copa NEC",5101,2012-10-14,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"D+D Real Czech Challenge Open",5102,2012-10-14,"European Challenge Tour",NA,NA,2016-01-28
"WA Goldfields PGA Championship",5103,2012-10-14,"PGA Tour Australasia",NA,NA,2016-01-28
"Nanshan China Masters",5104,2012-10-14,"OneAsia Tour",NA,NA,2016-01-28
"The 28th Shinhan Donghae Open",5105,2012-10-14,"Korean Golf Tour",NA,NA,2016-01-28
"Venetian Macau Open",5106,2012-10-14,"Asian Tour",NA,NA,2016-01-28
"The McGladrey Classic",5108,2012-10-21,"PGA Tour",NA,NA,2016-01-28
"ISPS HANDA Perth International",5109,2012-10-21,"PGA Tour Australasia","European Tour",NA,2016-01-28
"Bridgestone Open",5110,2012-10-21,"Japan Golf Tour",NA,NA,2016-01-28
"Winn-Dixie Jacksonville Open Presented by Planters",5111,2012-10-21,"Web.com Tour",NA,NA,2016-01-28
"Crowne Plaza Copenhagen Challenge hosted by Royal Golf Club",5112,2012-10-21,"European Challenge Tour",NA,NA,2016-01-28
"Hero Indian Open",5113,2012-10-21,"Asian Tour",NA,NA,2016-01-28
"BMG Classic",5114,2012-10-21,"Sunshine Tour",NA,NA,2016-01-28
"Kolon Korea Open",5115,2012-10-21,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"CIMB Classic",5116,2012-10-28,"Asian Tour","PGA Tour",NA,2016-01-28
"BMW Masters",5117,2012-10-28,"European Tour",NA,NA,2016-01-28
"Mynavi ABC Championship",5118,2012-10-28,"Japan Golf Tour",NA,NA,2016-01-28
"Web.com Tour Championship",5119,2012-10-28,"Web.com Tour",NA,NA,2016-01-28
"Apulia San Domenico Grand Final",5120,2012-10-28,"European Challenge Tour",NA,NA,2016-01-28
"Suncoast Classic",5122,2012-10-28,"Sunshine Tour",NA,NA,2016-01-28
"John Hughes Geely / Nexus Risk Services WA Open Championship",5123,2012-10-28,"PGA Tour Australasia",NA,NA,2016-01-28
"Windsor Open",5124,2012-10-28,"Korean Golf Tour",NA,NA,2016-01-28
"WGC-HSBC Champions",5125,2012-11-04,"WGC",NA,NA,2016-01-28
"ISPS Handa South African Match Play Championship",5126,2012-11-04,"Sunshine Tour",NA,NA,2016-01-28
"Lexus Peru Open",5127,2012-11-04,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Barclays Singapore Open",5128,2012-11-11,"Asian Tour","European Tour",NA,2016-01-28
"Mitsui Sumitomo VISA Taiheiyo Masters",5129,2012-11-11,"Japan Golf Tour",NA,NA,2016-01-28
"Children's Miracle Network Hospitals Classic",5130,2012-11-11,"PGA Tour",NA,NA,2016-01-28
"Nedbank Affinity Cup",5131,2012-11-11,"Sunshine Tour",NA,NA,2016-01-28
"Dominican Republic Open",5132,2012-11-11,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"UBS Hong Kong Open",5133,2012-11-18,"Asian Tour","European Tour",NA,2016-01-28
"SA Open Championship",5134,2012-11-18,"Sunshine Tour","European Tour",NA,2016-01-28
"Talisker Masters",5135,2012-11-18,"PGA Tour Australasia",NA,NA,2016-01-28
"Dunlop Phoenix",5136,2012-11-18,"Japan Golf Tour",NA,NA,2016-01-28
"Puerto Rico Classic",5137,2012-11-18,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"DP World Tour Championship",5138,2012-11-25,"European Tour",NA,NA,2016-01-28
"Casio World Open",5139,2012-11-25,"Japan Golf Tour",NA,NA,2016-01-28
"Lion of Africa Cape Town Open",5140,2012-11-25,"Sunshine Tour",NA,NA,2016-01-28
"BMW New Zealand Open",5141,2012-11-25,"PGA Tour Australasia",NA,NA,2016-01-28
"Nedbank Golf Challenge",5142,2012-12-02,"Sunshine Tour",NA,NA,2016-01-28
"World Challenge presented by Northwestern Mutual",5143,2012-12-02,"PGA Tour",NA,NA,2016-01-28
"Golf Nippon Series JT Cup",5144,2012-12-02,"Japan Golf Tour",NA,NA,2016-01-28
"NSW PGA Championship",5145,2012-12-02,"PGA Tour Australasia",NA,NA,2016-01-28
"Arturo Calle Colombian Coffee Classic",5146,2012-12-02,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"King's Cup",5147,2012-12-02,"Asian Tour",NA,NA,2016-01-28
"Emirates Australian Open",5148,2012-12-09,"PGA Tour Australasia",NA,NA,2016-01-28
"The Nelson Mandela Championship presented by ISPS Handa",5149,2012-12-09,"Sunshine Tour","European Tour",NA,2016-01-28
"Olivos Golf Classic",5150,2012-12-09,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Thailand Golf Championship",5151,2012-12-09,"Asian Tour",NA,NA,2016-01-28
"Alfred Dunhill Championship",5152,2012-12-16,"Sunshine Tour","European Tour",NA,2016-01-28
"Iskandar Johor Open",5153,2012-12-16,"Asian Tour",NA,NA,2016-01-28
"Australian PGA Championship Presented by Coca-Cola",5154,2012-12-16,"PGA Tour Australasia",NA,NA,2016-01-28
"107 Visa Open de Argentina",5155,2012-12-16,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Hyundai Tournament of Champions",5156,2013-01-06,"PGA Tour",NA,NA,2016-01-28
"PGM Sime Darby Harvard Classic",5158,2013-02-24,"Asian Development Tour",NA,NA,2016-01-28
"PGM Northport Glenmarie Masters",5159,2013-03-10,"Asian Development Tour",NA,NA,2016-01-28
"PGM Maybank Johor Masters",5160,2013-04-14,"Asian Development Tour",NA,NA,2016-01-28
"PGM LADA Langkawi Masters",5161,2013-04-28,"Asian Development Tour",NA,NA,2016-01-28
"PGM UMW Templer Park Masters",5162,2013-06-30,"Asian Development Tour",NA,NA,2016-01-28
"PGM Terengganu Masters",5165,2013-08-25,"Asian Development Tour",NA,NA,2016-01-28
"PGM MNRB Sarawak Masters",5166,2013-10-06,"Asian Development Tour",NA,NA,2016-01-28
"PGM MIDF KLGCC Masters",5167,2013-11-10,"Asian Development Tour",NA,NA,2016-01-28
"Zaykabar Myanmar Open presented by Alpine",5168,2013-02-24,"Asian Tour",NA,NA,2016-01-28
"SAIL-SBI Open",5169,2013-03-10,"Asian Tour",NA,NA,2016-01-28
"Avantha Masters",5170,2013-03-17,"Asian Tour","European Tour",NA,2016-01-28
"Maybank Malaysian Open",5171,2013-03-24,"Asian Tour","European Tour",NA,2016-01-28
"Chiangmai Golf Classic ",5172,2013-03-31,"Asian Tour",NA,NA,2016-01-28
"Panasonic Open India",5173,2013-04-07,"Asian Tour",NA,NA,2016-01-28
"Ballantine's Championship",5174,2013-04-28,"Asian Tour","European Tour","Korean Golf Tour",2016-01-28
"Dimension Data Pro-Am",5176,2013-02-24,"Sunshine Tour",NA,NA,2016-01-28
"Telkom PGA Championship",5177,2013-03-17,"Sunshine Tour",NA,NA,2016-01-28
"Investec Cup",5178,2013-03-24,"Sunshine Tour",NA,NA,2016-01-28
"Turner Plumbing Victorian PGA Championship",5179,2013-01-20,"PGA Tour Australasia",NA,NA,2016-01-28
"Lexus of Blackburn Heritage Classic",5180,2013-01-27,"PGA Tour Australasia",NA,NA,2016-01-28
"Coca-Cola QLD PGA Championship",5181,2013-02-17,"PGA Tour Australasia",NA,NA,2016-01-28
"Victorian Open",5182,2013-02-24,"PGA Tour Australasia",NA,NA,2016-01-28
"NZ PGA Championship",5183,2013-03-03,"PGA Tour Australasia",NA,NA,2016-01-28
"Isuzu Queensland Open",5184,2013-08-25,"PGA Tour Australasia",NA,NA,2016-01-28
"Perth International",5185,2013-10-20,"PGA Tour Australasia","European Tour",NA,2016-01-28
"Volvo Golf Champions",5186,2013-01-13,"European Tour",NA,NA,2016-01-28
"Abu Dhabi HSBC Golf Championship",5187,2013-01-20,"European Tour",NA,NA,2016-01-28
"Commercial Bank Qatar Masters",5188,2013-01-27,"European Tour",NA,NA,2016-01-28
"Omega Dubai Desert Classic",5189,2013-02-03,"European Tour",NA,NA,2016-01-28
"Joburg Open",5190,2013-02-10,"Sunshine Tour","European Tour",NA,2016-01-28
"Africa Open",5191,2013-02-17,"Sunshine Tour","European Tour",NA,2016-01-28
"WGC - Accenture Match Play Championship",5192,2013-02-24,"WGC",NA,NA,2016-01-28
"Tshwane Open",5193,2013-03-03,"Sunshine Tour","European Tour",NA,2016-01-28
"WGC - Cadillac Championship",5194,2013-03-10,"WGC",NA,NA,2016-01-28
"Trophée Hassan II",5195,2013-03-31,"European Tour",NA,NA,2016-01-28
"MASTERS TOURNAMENT",5197,2013-04-14,"Major Championship",NA,NA,2016-01-28
"Open de España",5198,2013-04-21,"European Tour",NA,NA,2016-01-28
"Volvo China Open",5199,2013-05-05,"European Tour","OneAsia Tour",NA,2016-01-28
"Volvo World Match Play Championship",5201,2013-05-19,"European Tour",NA,NA,2016-01-28
"Madeira Islands Open - Portugal - BPI",5202,2013-05-19,"European Challenge Tour","European Tour",NA,2016-01-28
"BMW PGA CHAMPIONSHIP",5203,2013-05-26,"European Tour",NA,NA,2016-01-28
"Nordea Masters",5204,2013-06-02,"European Tour",NA,NA,2016-01-28
"Lyoness Open powered by Greenfinity",5205,2013-06-09,"European Tour",NA,NA,2016-01-28
"U.S. OPEN CHAMPIONSHIP",5206,2013-06-16,"Major Championship",NA,NA,2016-01-28
"Najeti Hotels et Golfs Open",5207,2013-06-16,"European Challenge Tour","European Tour",NA,2016-01-28
"BMW International Open",5208,2013-06-23,"European Tour",NA,NA,2016-01-28
"The Irish Open",5209,2013-06-30,"European Tour",NA,NA,2016-01-28
"Alstom Open de France",5210,2013-07-07,"European Tour",NA,NA,2016-01-28
"Aberdeen Asset Management Scottish Open",5211,2013-07-14,"European Tour",NA,NA,2016-01-28
"THE 142nd OPEN CHAMPIONSHIP",5212,2013-07-21,"Major Championship",NA,NA,2016-01-28
"95th PGA CHAMPIONSHIP",5215,2013-08-11,"Major Championship",NA,NA,2016-01-28
"Johnnie Walker Championship at Gleneagles",5217,2013-08-25,"European Tour",NA,NA,2016-01-28
"ISPS Handa Wales Open",5218,2013-09-01,"European Tour",NA,NA,2016-01-28
"Omega European Masters",5219,2013-09-08,"Asian Tour","European Tour",NA,2016-01-28
"KLM Open",5220,2013-09-15,"European Tour",NA,NA,2016-01-28
"70° OPEN D'ITALIA LINDT",5221,2013-09-22,"European Tour",NA,NA,2016-01-28
"Alfred Dunhill Links Championship",5222,2013-09-29,"European Tour",NA,NA,2016-01-28
"Portugal Masters",5224,2013-10-13,"European Tour",NA,NA,2016-01-28
"BMW Masters",5226,2013-10-27,"European Tour",NA,NA,2016-01-28
"Turkish Airlines Open",5228,2013-11-10,"European Tour",NA,NA,2016-01-28
"DP WORLD TOUR CHAMPIONSHIP-DUBAI",5229,2013-11-17,"European Tour",NA,NA,2016-01-28
"Thailand Open ",5230,2013-03-17,"Japan Golf Tour","OneAsia Tour",NA,2016-01-28
"Indonesia PGA Championship ",5231,2013-03-31,"Japan Golf Tour","OneAsia Tour",NA,2016-01-28
"TOKEN HOMEMATE CUP ",5232,2013-04-21,"Japan Golf Tour",NA,NA,2016-01-28
"Tsuruya Open ",5233,2013-04-28,"Japan Golf Tour",NA,NA,2016-01-28
"The Crowns ",5234,2013-05-05,"Japan Golf Tour",NA,NA,2016-01-28
"PGA Championship Nissin Cupnoodles Cup ",5235,2013-05-19,"Japan Golf Tour",NA,NA,2016-01-28
"Diamond Cup Golf ",5236,2013-06-02,"Japan Golf Tour",NA,NA,2016-01-28
"Japan Golf Tour Championship Shishido Hills ",5237,2013-06-23,"Japan Golf Tour",NA,NA,2016-01-28
"Gate Way To The Open Mizuno Open ",5238,2013-06-30,"Japan Golf Tour",NA,NA,2016-01-28
"Nagashima Shigeo INVITATIONAL SEGA SAMMY Cup ",5239,2013-07-07,"Japan Golf Tour",NA,NA,2016-01-28
"Kansai Open Golf Championship ",5240,2013-08-25,"Japan Golf Tour",NA,NA,2016-01-28
"Vana H Cup KBC Augusta ",5241,2013-09-01,"Japan Golf Tour",NA,NA,2016-01-28
"Fujisankei Classic ",5242,2013-09-08,"Japan Golf Tour",NA,NA,2016-01-28
"ANA Open ",5243,2013-09-22,"Japan Golf Tour",NA,NA,2016-01-28
"Asia-Pacific Panasonic Open ",5244,2013-09-29,"Asian Tour","Japan Golf Tour",NA,2016-01-28
"Coca-Cola Tokai Classic ",5245,2013-10-06,"Japan Golf Tour",NA,NA,2016-01-28
"TOSHIN GOLF TOURNAMENT ",5246,2013-10-13,"Japan Golf Tour",NA,NA,2016-01-28
"Japan Open ",5247,2013-10-20,"Japan Golf Tour",NA,NA,2016-01-28
"Bridgestone Open ",5248,2013-10-27,"Japan Golf Tour",NA,NA,2016-01-28
"Mynavi ABC Championship ",5249,2013-11-03,"Japan Golf Tour",NA,NA,2016-01-28
"HEIWA PGM DREAM CUP IN KASUMIGAURA ",5250,2013-11-10,"Japan Golf Tour",NA,NA,2016-01-28
"Mitsui Sumitomo VISA Taiheiyo Masters ",5251,2013-11-17,"Japan Golf Tour",NA,NA,2016-01-28
"Dunlop Phoenix ",5252,2013-11-24,"Japan Golf Tour",NA,NA,2016-01-28
"Casio World Open ",5253,2013-12-01,"Japan Golf Tour",NA,NA,2016-01-28
"Golf Nippon Series JT Cup ",5254,2013-12-08,"Japan Golf Tour",NA,NA,2016-01-28
"Panama Claro Championship",5255,2013-02-24,"Web.com Tour",NA,NA,2016-01-28
"Colombia Championship",5256,2013-03-03,"Web.com Tour",NA,NA,2016-01-28
"Chile Classic",5257,2013-03-10,"Web.com Tour",NA,NA,2016-01-28
"Chitimacha Louisiana Open",5258,2013-03-24,"Web.com Tour",NA,NA,2016-01-28
"Brazil Champions Presented by HSBC",5259,2013-04-07,"Web.com Tour",NA,NA,2016-01-28
"WNB Golf Classic",5260,2013-04-14,"Web.com Tour",NA,NA,2016-01-28
"South Georgia Classic Presented by First State Bank and Trust Company",5261,2013-04-28,"Web.com Tour",NA,NA,2016-01-28
"Stadion Classic at UGA",5262,2013-05-05,"Web.com Tour",NA,NA,2016-01-28
"BMW Charity Pro-Am Presented by SYNNEX Corporation",5263,2013-05-19,"Web.com Tour",NA,NA,2016-01-28
"Mexico Championship Presented by Banamex",5264,2013-05-26,"Web.com Tour",NA,NA,2016-01-28
"Mid-Atlantic Championship",5265,2013-06-02,"Web.com Tour",NA,NA,2016-01-28
"Air Capital Classic",5266,2013-06-16,"Web.com Tour",NA,NA,2016-01-28
"Rex Hospital Open",5267,2013-06-23,"Web.com Tour",NA,NA,2016-01-28
"United Leasing Championship",5268,2013-06-30,"Web.com Tour",NA,NA,2016-01-28
"Utah Championship Presented by Utah Sports Commission",5269,2013-07-14,"Web.com Tour",NA,NA,2016-01-28
"Midwest Classic Presented by Cadillac",5270,2013-07-21,"Web.com Tour",NA,NA,2016-01-28
"Albertsons Boise Open Presented by Kraft",5271,2013-07-28,"Web.com Tour",NA,NA,2016-01-28
"Mylan Classic",5272,2013-08-04,"Web.com Tour",NA,NA,2016-01-28
"Price Cutter Charity Championship Presented by Dr Pepper",5273,2013-08-11,"Web.com Tour",NA,NA,2016-01-28
"News Sentinel Open Presented by Pilot",5274,2013-08-18,"Web.com Tour",NA,NA,2016-01-28
"Cox Classic Presented by Lexus of Omaha",5275,2013-08-25,"Web.com Tour",NA,NA,2016-01-28
"Hotel Fitness Championship",5276,2013-09-01,"Web.com Tour",NA,NA,2016-01-28
"Chiquita Classic",5277,2013-09-08,"Web.com Tour",NA,NA,2016-01-28
"Nationwide Children's Hospital Championship",5278,2013-09-15,"Web.com Tour",NA,NA,2016-01-28
"Web.com Tour Championship",5279,2013-09-29,"Web.com Tour",NA,NA,2016-01-28
"GS Caltex Maekyung Open Championship",5280,2013-05-12,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"SK Telecom Open",5281,2013-05-19,"Korean Golf Tour","OneAsia Tour",NA,2016-01-28
"55th Abierto Mexicano de Golf",5282,2013-03-17,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"TransAmerican Power Products CRV Open",5283,2013-03-24,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"82nd Abierto del Centro",5284,2013-04-21,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Roberto De Vicenzo Invitational Copa NEC",5285,2013-04-28,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Colombian Open",5286,2013-05-05,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Dominican Republic Open",5288,2013-06-02,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Brazil Open",5289,2013-10-20,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Arturo Calle Colombian Classic presentado por Avianca",5290,2013-11-03,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Lexus Peru Open",5291,2013-11-10,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Abierto de Chile",5292,2013-11-24,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"108° VISA Open de Argentina presentado por Peugeot",5293,2013-12-08,"PGA Tour Latinoamerica",NA,NA,2016-01-28
"Sony Open in Hawaii",5294,2013-01-13,"PGA Tour",NA,NA,2016-01-28
"Humana Challenge in partnership with the Clinton Foundation",5295,2013-01-20,"PGA Tour",NA,NA,2016-01-28
"Farmers Insurance Open",5296,2013-01-27,"PGA Tour",NA,NA,2016-01-28
"Waste Management Phoenix Open",5297,2013-02-03,"PGA Tour",NA,NA,2016-01-28
"AT&T Pebble Beach National Pro-Am",5298,2013-02-10,"PGA Tour",NA,NA,2016-01-28
"Northern Trust Open",5299,2013-02-17,"PGA Tour",NA,NA,2016-01-28
"The Honda Classic",5301,2013-03-03,"PGA Tour",NA,NA,2016-01-28
"Puerto Rico Open presented by seepuertorico.com",5302,2013-03-10,"PGA Tour",NA,NA,2016-01-28
"Tampa Bay Championship",5304,2013-03-17,"PGA Tour",NA,NA,2016-01-28
"Arnold Palmer Invitational presented by MasterCard",5305,2013-03-24,"PGA Tour",NA,NA,2016-01-28
"Shell Houston Open",5306,2013-03-31,"PGA Tour",NA,NA,2016-01-28
"Valero Texas Open",5307,2013-04-07,"PGA Tour",NA,NA,2016-01-28
"RBC Heritage",5308,2013-04-21,"PGA Tour",NA,NA,2016-01-28
"Zurich Classic of New Orleans",5309,2013-04-28,"PGA Tour",NA,NA,2016-01-28
"Wells Fargo Championship",5310,2013-05-05,"PGA Tour",NA,NA,2016-01-28
"THE PLAYERS Championship",5311,2013-05-12,"PGA Tour",NA,NA,2016-01-28
"HP Byron Nelson Championship",5312,2013-05-19,"PGA Tour",NA,NA,2016-01-28
"Crowne Plaza Invitational at Colonial",5313,2013-05-26,"PGA Tour",NA,NA,2016-01-28
"The Memorial Tournament presented by Nationwide Insurance",5314,2013-06-02,"PGA Tour",NA,NA,2016-01-28
"FedEx St. Jude Classic",5315,2013-06-09,"PGA Tour",NA,NA,2016-01-28
"Travelers Championship",5316,2013-06-23,"PGA Tour",NA,NA,2016-01-28
"AT&T National",5317,2013-06-30,"PGA Tour",NA,NA,2016-01-28
"The Greenbrier Classic",5318,2013-07-07,"PGA Tour",NA,NA,2016-01-28
"John Deere Classic",5319,2013-07-14,"PGA Tour",NA,NA,2016-01-28
"Sanderson Farms Championship ",5320,2013-07-21,"PGA Tour",NA,NA,2016-01-28
"RBC Canadian Open",5322,2013-07-28,"PGA Tour",NA,NA,2016-01-28
"Reno-Tahoe Open",5323,2013-08-04,"PGA Tour",NA,NA,2016-01-28
"World Golf Championships-Bridgestone Invitational",5324,2013-08-04,"WGC",NA,NA,2016-01-28
"Wyndham Championship",5325,2013-08-18,"PGA Tour",NA,NA,2016-01-28
"The Barclays",5326,2013-08-25,"PGA Tour",NA,NA,2016-01-28
"Deutsche Bank Championship",5327,2013-09-01,"PGA Tour",NA,NA,2016-01-28
"BMW Championship",5328,2013-09-15,"PGA Tour",NA,NA,2016-01-28
"TOUR Championship by Coca-Cola",5329,2013-09-22,"PGA Tour",NA,NA,2016-01-28
"Frys.com Open",5330,2013-10-13,"PGA Tour",NA,NA,2016-01-28
"Shriners Hospitals for Children Open",5331,2013-10-20,"PGA Tour",NA,NA,2016-01-28
"CIMB Classic",5332,2013-10-27,"Asian Tour","PGA Tour",NA,2016-01-28
"World Golf Championship-HSBC Champions",5333,2013-11-03,"WGC",NA,NA,2016-01-28
"The McGladrey Classic",5334,2013-11-10,"PGA Tour",NA,NA,2016-01-28
"OHL Classic at Mayakoba",5335,2013-11-17,"PGA Tour",NA,NA,2016-01-28
"Telkom PGA Pro-Am",5336,2013-01-27,"Sunshine Tour",NA,NA,2016-01-28
"The Gujarat Kensville Challenge 2013",5337,2013-02-03,"European Challenge Tour",NA,NA,2016-01-28
"PGM CCM Rahman Putra Masters ",5338,2013-02-03,"Asian Development Tour",NA,NA,2016-01-28
"The Barclays Kenya Open",5339,2013-02-17,"European Challenge Tour",NA,NA,2016-01-28
"Challenge de Madrid",5340,2013-04-28,"European Challenge Tour",NA,NA,2016-01-28
"Montecchia Golf Open presented by POLAROID",5341,2013-05-05,"European Challenge Tour",NA,NA,2016-01-28
"Telenet Trophy",5342,2013-05-26,"European Challenge Tour",NA,NA,2016-01-28
"Fred Olsen Challenge de Espana",5343,2013-06-02,"European Challenge Tour",NA,NA,2016-01-28
"Scottish Hydro Challenge hosted by Macdonald Hotels and Resorts",5345,2013-06-23,"European Challenge Tour",NA,NA,2016-01-28
"Kärnten Golf Open presented by Mazda",5346,2013-06-30,"European Challenge Tour",NA,NA,2016-01-28
"Bad Griesbach Challenge Tour by Hartl Resort",5347,2013-07-07,"European Challenge Tour",NA,NA,2016-01-28
"Swiss Challenge",5348,2013-07-14,"European Challenge Tour",NA,NA,2016-01-28
"Mugello Tuscany Open",5349,2013-07-21,"European Challenge Tour",NA,NA,2016-01-28
"Finnish Challenge",5350,2013-08-04,"European Challenge Tour",NA,NA,2016-01-28
"Norwegian Challenge",5351,2013-08-11,"European Challenge Tour",NA,NA,2016-01-28
"Rolex Trophy",5352,2013-08-25,"European Challenge Tour",NA,NA,2016-01-28
"Open C�tes d'Armor Bretagne",5353,2013-09-08,"European Challenge Tour",NA,NA,2016-01-28
"Kharkov Superior Cup ",5354,2013-09-15,"European Challenge Tour",NA,NA,2016-01-28
"Kazakhstan Open ",5355,2013-09-22,"European Challenge Tour",NA,NA,2016-01-28
"National Bank of Oman Classic",5358,2013-10-27,"European Challenge Tour",NA,NA,2016-01-28
