"Rank","OWGR_Rank","Player_Name","Player_ID","Projected_Rating","Rating_StdErr","Projected_Stdev","Prev_Rank","Rank_Change","Previous_Rating","Change","Weight_Sum","Rounds_Player","Avg_SoS","Center_Wt","Player_Avg_OWGR_Pts","Primary_Player","Country","Rounds_Last_Year","Recent_Tour","Common_Tour","estimate","std.error","p.value","Sample_Stdev","Expected_Stdev","Rating_Date"
11,8,"Dustin Johnson",12422,-1.65116241967589,0.492660779475056,2.87259727430858,10,1,-1.69126053126596,0.04009811159007,69.5826560301539,296,-0.711766483903277,0.409256269061802,5.6538,1,"USA",92,"PGA Tour","PGA Tour",-1.90543700338376,0.399552112214775,1.88633598410745e-17,2.96231080465351,2.83003541616216,2016-02-15
12,27,"Matt Kuchar",6169,-1.58283322362488,0.458564519131251,2.64346742939075,12,0,-1.58422850737807,0.00139528375318676,88.4282773918193,399,-0.589103819390153,0.36690079669042,3.1817,1,"USA",98,"PGA Tour","PGA Tour",-1.78609124422336,0.391319297916449,5.54847472894919e-17,2.4127249310923,2.60338983481991,2016-02-15
13,9,"Patrick Reed",14838,-1.56142741286051,0.458741822896936,2.75115490388421,14,-1,-1.48766497549601,-0.0737624373644965,98.6013838430643,356,-0.629157069265926,0.422985215613119,5.0749,1,"USA",120,"PGA Tour","PGA Tour",-1.74550990425617,0.388385176544171,7.86702760614449e-17,2.66906396980395,2.71263879738739,2016-02-15
14,20,"Phil Mickelson",1547,-1.52066947236334,0.490298727087484,2.7892080014928,18,-4,-1.35161167557866,-0.169057796784682,67.0322305151727,319,-0.609511215856223,0.372699919079093,3.7007,1,"USA",80,"PGA Tour","PGA Tour",-1.77788140881853,0.400672224874618,3.39296653593391e-16,2.73853061834284,2.74577647193064,2016-02-15
15,15,"Zach Johnson",6986,-1.43880030949819,0.464819184964452,2.71076334903929,15,0,-1.43935024170846,0.000549932210265114,84.1368447767057,382,-0.729812619076745,0.374685899135855,4.1444,1,"USA",92,"PGA Tour","PGA Tour",-1.63721176423526,0.392920701725488,1.70091030345895e-15,2.56210840608337,2.6706143599898,2016-02-15
16,25,"Kevin Na",7452,-1.42619150315958,0.469650844937848,2.76196148113607,13,3,-1.51873326390881,0.0925417607492298,87.6512546515537,326,-0.616979374681413,0.424455801992913,3.3417,1,"USA",106,"PGA Tour","PGA Tour",-1.62314260629862,0.391581078743725,1.82465659842442e-15,2.68465842030205,2.72173828777282,2016-02-15
17,10,"Branden Grace",11952,-1.38434640899778,0.46214204420342,2.78946363950446,16,1,-1.383981303292,-0.000365105705776747,90.0061881802206,386,-0.173170198204777,0.393606631802289,4.7942,1,"RSA",96,"European Tour","European Tour",-1.59149095500609,0.391529653901121,3.46458287559792e-15,2.752083585305,2.75091478004989,2016-02-15
18,19,"Adam Scott",6430,-1.38217871004168,0.487947741305935,2.78366437998592,17,1,-1.37951682784378,-0.0026618821979032,67.5004859159352,314,-0.306443142715454,0.363394086958511,3.9471,1,"AUS",72,"PGA Tour","PGA Tour",-1.64208928359195,0.400812207825555,5.4171180491128e-15,2.72448961711339,2.74056461010443,2016-02-15
19,28,"Paul Casey",7108,-1.33159585132851,0.473303488759789,2.69958094853648,19,0,-1.33491334376755,0.00331749243903978,74.318077929457,344,-0.533372845771301,0.347465035738698,3.1661,1,"ENG",84,"PGA Tour","European Tour",-1.55528924107903,0.397159736985215,1.71777920669883e-14,2.51504332906514,2.65776618708812,2016-02-15
20,13,"Danny Willett",12920,-1.31565587057568,0.472449211377805,2.78081307270721,20,0,-1.31713490032109,0.00147902974541214,80.8949700064568,339,-0.203687221767883,0.390518596940593,4.4732,1,"ENG",84,"European Tour","European Tour",-1.53759588286141,0.39519292354119,1.80842025378799e-14,2.72671773765888,2.74038557287252,2016-02-15
21,16,"Brooks Koepka",16243,-1.31227074709574,0.466273686849858,2.80850840483921,22,-1,-1.23470800813707,-0.0775627389586691,86.8711150339228,327,-0.462814021716893,0.400298785566317,4.0694,1,"USA",96,"PGA Tour","PGA Tour",-1.50962388387525,0.392000294213618,1.93879812159094e-14,2.79538880543908,2.76953214623047,2016-02-15
22,40,"Bill Haas",7900,-1.26273982781286,0.46585747278336,2.59602380846016,24,-2,-1.18234675760888,-0.0803930702039795,83.8264166393642,370,-0.698625994823626,0.378639736529767,2.6726,1,"USA",88,"PGA Tour","PGA Tour",-1.45262730059319,0.39298962887631,6.87060254754694e-14,2.28483260092735,2.55388261851321,2016-02-15
23,22,"J.B. Holmes",7959,-1.24791197841118,0.487172014669065,2.86641115963451,25,-2,-1.16566728353659,-0.0822446948745919,73.7859637119568,288,-0.693584234273677,0.418589797573313,3.5243,1,"USA",83,"PGA Tour","PGA Tour",-1.46254051241716,0.397285840447955,1.05145035462844e-13,2.94114553937065,2.82470819098195,2016-02-15
24,14,"Brandt Snedeker",8820,-1.23749524424765,0.465404925813893,2.91717837175158,21,3,-1.23482443655229,-0.00267080769535855,88.9580825811213,363,-0.574877254643377,0.409084628041742,4.2457,1,"USA",102,"PGA Tour","PGA Tour",-1.42170737719234,0.391083970007607,9.49410728712527e-14,3.04762992417201,2.8798138668399,2016-02-15
25,61,"Ryan Palmer",7820,-1.20633097907197,0.472223176884948,2.68483289398127,23,2,-1.2209554141409,0.0146244350689262,79.0341924345434,351,-0.526908514982418,0.380952804770961,2.0992,1,"USA",87,"PGA Tour","PGA Tour",-1.41119362869793,0.394641375989983,1.92392287094097e-13,2.48725398828752,2.64297804376361,2016-02-15
26,24,"Jimmy Walker",7293,-1.198294706473,0.463616813789177,2.89415557613514,27,-1,-1.12847536829836,-0.0698193381746353,85.8717059461929,393,-0.651118491285693,0.378960397123016,3.3433,1,"USA",92,"PGA Tour","PGA Tour",-1.38208171842855,0.392368068303176,2.43591237220646e-13,2.99978216590869,2.85678069666646,2016-02-15
27,31,"Charl Schwartzel",7398,-1.19466804328655,0.456831256483647,2.78457132184597,33,-6,-1.04860090158692,-0.146067141699634,89.626201629053,402,-0.239556884722725,0.362233442450059,2.9463,1,"RSA",98,"PGA Tour","PGA Tour",-1.38716351080042,0.391349934081193,1.91749086315341e-13,2.74279064509675,2.74684230518365,2016-02-15
28,41,"Justin Thomas",14139,-1.16409322416386,0.475594606153685,2.71593823266481,26,2,-1.16289284369517,-0.00120038046868576,82.1752635141916,241,-0.369381781320356,0.421978256741128,2.6398,1,"USA",100,"PGA Tour","PGA Tour",-1.36748095471027,0.393393075322065,3.69748916296838e-13,2.56757656855025,2.67397274747668,2016-02-15
29,17,"Kevin Kisner",11328,-1.11038599398242,0.466468059647557,2.81179177008564,29,0,-1.1118682705876,0.0014822766051843,85.4453691894944,341,-0.496554505625769,0.393360548362137,4.0042,1,"USA",109,"PGA Tour","PGA Tour",-1.29676018409184,0.392251266899264,1.18546225001309e-12,2.80355423884131,2.77282897194363,2016-02-15
30,86,"Keegan Bradley",13872,-1.0961323746119,0.468868099068643,2.74078726775779,30,0,-1.09517709702704,-0.00095527758485936,78.5645961498132,373,-0.626624839130927,0.357914830572435,1.6966,1,"USA",90,"PGA Tour","PGA Tour",-1.29015523847862,0.395041148602232,1.92043551954318e-12,2.627759638696,2.70038470458914,2016-02-15
31,37,"Bernd Wiesberger",9531,-1.06628918070638,0.460313419075009,2.79099768867888,32,-1,-1.06760944101311,0.00132026030673082,92.5219777250231,394,-0.0892049093746081,0.395792610361616,2.7915,1,"AUT",96,"European Tour","European Tour",-1.25373242771164,0.391152673557517,2.26662733559776e-12,2.75622803194148,2.75277671714041,2016-02-15
32,76,"Francesco Molinari",7655,-1.04405228839596,0.465099130147,2.68617616801926,34,-2,-1.04623102965531,0.00217874125934947,79.7318062952527,380,-0.283374284982734,0.343680870537439,1.8394,1,"ITA",82,"PGA Tour","European Tour",-1.24635111244255,0.394977115490879,4.19709503056817e-12,2.49503212257828,2.64560488447749,2016-02-15
33,21,"Louis Oosthuizen",7672,-1.04025823070208,0.491899771957118,2.75831008683711,35,-2,-1.04167645071301,0.00141822001093472,67.9166532570618,307,-0.487781931482374,0.388223568779436,3.5547,1,"RSA",80,"PGA Tour","PGA Tour",-1.26691387504925,0.400677685335387,5.85639097434883e-12,2.65329754158707,2.71409453584356,2016-02-15
34,77,"Brendan Steele",11019,-1.03997613211533,0.47371355496316,2.79419205966357,36,-2,-1.04101006155457,0.00103392943924385,76.9725152256104,341,-0.472904461337631,0.37336690033469,1.8102,1,"USA",86,"PGA Tour","PGA Tour",-1.24146312824161,0.395498684128925,4.8848749051039e-12,2.75933710376641,2.75374376697091,2016-02-15
35,47,"Robert Streb",14852,-1.0270360526955,0.462181409396723,2.72731068078559,37,-2,-1.02985221919728,0.00281616650177674,90.6420229748259,379,-0.541816996485805,0.400979327353086,2.5136,1,"USA",107,"PGA Tour","PGA Tour",-1.19685541489097,0.390517240905479,5.86937024843742e-12,2.60902994967335,2.68786381618102,2016-02-15
36,73,"Webb Simpson",11049,-1.01015271302563,0.474154310343553,2.697120905541,38,-2,-1.01261664112969,0.00246392810405593,76.6805145635701,348,-0.626964860197829,0.372749917908027,1.8957,1,"USA",84,"PGA Tour","PGA Tour",-1.2035425354495,0.395805745073323,9.9160177080298e-12,2.5128147123484,2.65511560371463,2016-02-15
37,23,"Shane Lowry",13900,-1.00889088561692,0.474791810577604,2.75568730495898,39,-2,-1.00813901345628,-0.000751872160639877,80.6725093924918,336,-0.303013774901672,0.403384505605818,3.4433,1,"IRL",86,"European Tour","European Tour",-1.20813626351201,0.394891580962049,8.19427851087913e-12,2.66383831889865,2.7144769771211,2016-02-15
38,32,"Russell Knox",13831,-1.00858868044505,0.458370136406453,2.71286692833507,31,7,-1.07170093238352,0.0631122519384699,92.4046164148582,393,-0.444366527670568,0.389399008251509,2.8791,1,"SCO",103,"PGA Tour","PGA Tour",-1.17802206497261,0.389954357868054,7.67844961028395e-12,2.57910866805312,2.67386308342535,2016-02-15
39,78,"Harris English",14577,-1.00409921248357,0.461125990960684,2.69114159456863,40,-1,-1.00566824306163,0.0015690305780578,88.7496902584016,393,-0.544352616022998,0.384367036252927,1.7991,1,"USA",100,"PGA Tour","PGA Tour",-1.17547779680329,0.391009324448848,9.13898179181904e-12,2.52349933923277,2.6513403973232,2016-02-15
40,26,"Byeong Hun An",14459,-0.987573693535511,0.463614198988973,2.83158025383899,42,-2,-0.986258542694883,-0.00131515084062772,93.7204330872445,354,0.346802856534974,0.420351864562061,3.3019,1,"KOR",104,"European Tour","European Challenge Tour",-1.18794130296241,0.390953457707777,7.26698685362472e-12,2.84658438769451,2.79336868465778,2016-02-15
41,30,"Marc Leishman",7649,-0.980287940961863,0.480075610797596,2.76731862109596,43,-2,-0.981880423853676,0.00159248289181269,70.1855294712612,354,-0.451776353589718,0.348618080017621,3.0461,1,"AUS",73,"PGA Tour","PGA Tour",-1.19648684707036,0.39897763230394,1.62906822040061e-11,2.68498343736481,2.7253586476979,2016-02-15
42,67,"Ryan Moore",7489,-0.972782153029097,0.483924025765745,2.81936931237164,28,14,-1.12633421190897,0.153552058879873,68.538365669706,329,-0.61169832575224,0.353713014561397,2.0256,1,"USA",77,"PGA Tour","PGA Tour",-1.18607914242368,0.399829895495817,2.14903266971172e-11,2.82371657061045,2.77752783187308,2016-02-15
43,34,"Danny Lee",11826,-0.972303803444198,0.457496251095914,2.75296921771365,45,-2,-0.944087758258301,-0.0282160451858974,99.3331359011982,383,-0.43292125229586,0.420652940067612,2.8384,1,"NZL",119,"PGA Tour","PGA Tour",-1.12999659759756,0.387915445538303,1.41273080906511e-11,2.67380886421468,2.71468906026309,2016-02-15
44,68,"Jason Bohn",6462,-0.964204027704758,0.471638672701756,2.80108735524438,41,3,-0.991520733689854,0.0273167059850957,81.0686345973034,338,-0.434246472994083,0.392958129735706,2.0013,1,"USA",96,"PGA Tour","PGA Tour",-1.15355411314138,0.393735255564195,1.8607015511115e-11,2.77683458426693,2.76109531420451,2016-02-15
45,87,"Luke Donald",4163,-0.960388329948025,0.466045823763528,2.68203095016038,48,-3,-0.914204322134125,-0.0461840078139003,85.3166188925323,365,-0.469423238669424,0.389434630960651,1.6448,1,"ENG",100,"PGA Tour","PGA Tour",-1.13899520246444,0.392472187049076,2.06890663946911e-11,2.49461466533365,2.64122912822246,2016-02-15
46,115,"Charles Howell III",6892,-0.948877269755005,0.454580529320233,2.67119516045426,44,2,-0.949706967748641,0.000829697993635747,96.4791725821055,413,-0.439994684043224,0.39038937565696,1.3507,1,"USA",108,"PGA Tour","PGA Tour",-1.10849120139646,0.388543984402116,2.22689815052461e-11,2.49185426362627,2.63223101714063,2016-02-15
47,64,"Jason Dufner",7301,-0.930860910609421,0.478183339906374,2.74180068595326,46,1,-0.940342845625624,0.00948193501620331,76.2181853496702,350,-0.467746405456005,0.391106162885822,2.0532,1,"USA",90,"PGA Tour","PGA Tour",-1.12783199605947,0.396002130099684,3.76219260633375e-11,2.62400658068833,2.69977993453721,2016-02-15
48,35,"Emiliano Grillo",12808,-0.917290360776953,0.460175777399657,2.72990397375938,49,-1,-0.913488829542723,-0.00380153123422977,95.4423086405076,369,-0.0322382918078508,0.413253035591482,2.8328,1,"ARG",106,"European Tour","European Tour",-1.0942710238211,0.38970560535072,3.26967273477808e-11,2.61955471157106,2.69083889518527,2016-02-15
49,70,"Patton Kizzire",13470,-0.900484433989606,0.537457426363438,2.79477537886731,50,-1,-0.893213709031339,-0.00727072495826719,66.3325946612359,118,0.232504526314367,0.600814619943457,1.9716,0,"USA",104,"Web.com Tour","Web.com Tour",-1.169950579374,0.401434514015727,3.38928761040502e-11,2.72979770992315,2.74260987622551,2016-02-15
50,90,"Tony Finau",11676,-0.864845054720038,0.472965258151637,2.73419563177395,51,-1,-0.86447336642122,-0.000371688298817618,86.6664948203596,251,-0.243159227212009,0.437299829549758,1.5697,1,"USA",103,"PGA Tour","PGA Tour",-1.04621514929722,0.391719008939345,9.34980648229379e-11,2.61731365729495,2.69297783455292,2016-02-15
51,48,"Billy Horschel",11276,-0.857125296426912,0.466332803273099,2.78888787799012,52,-1,-0.857568945288047,0.00044364886113446,78.7439960281065,381,-0.635526201567398,0.345103326708649,2.4958,1,"USA",87,"PGA Tour","PGA Tour",-1.03529738016982,0.394946016959583,1.58937048967708e-10,2.74907361313764,2.7496234856052,2016-02-15
52,52,"Matt Jones",8605,-0.844022813818571,0.469353793202263,2.83933088803574,60,-8,-0.753998914335187,-0.0900238994833844,83.529778879248,346,-0.436384567865699,0.396787622067606,2.2763,1,"AUS",90,"PGA Tour","PGA Tour",-1.02068843533678,0.392943286199116,1.63769080967017e-10,2.86947725770296,2.80026907788527,2016-02-15
53,42,"Chris Wood",12451,-0.832665590531188,0.486375484184614,2.74967809912748,53,0,-0.834850123498206,0.00218453296701793,73.5851671576417,312,0.0222051703409026,0.407819161003763,2.6252,1,"ENG",86,"European Tour","European Tour",-1.05338194171462,0.39864837061343,1.74221759858804e-10,2.63805652422029,2.70632010989193,2016-02-15
54,36,"Martin Kaymer",8117,-0.824568403846731,0.463328044956589,2.82821810530114,55,-1,-0.826184404525303,0.00161600067857148,86.2579208938479,377,-0.293207960389438,0.377439164731157,2.7943,1,"GER",90,"European Tour","European Tour",-1.00037314801614,0.392784170982576,2.2558007156996e-10,2.84334715749216,2.79000802398665,2016-02-15
55,51,"Jamie Donaldson",7084,-0.816466351258595,0.472857517707414,2.80996166993743,56,-1,-0.81740590093269,0.000939549674095042,77.2783870380312,346,-0.183792362390208,0.366866059426407,2.3091,1,"WAL",84,"European Tour","European Tour",-1.01557621015732,0.396389658078809,2.55717218144002e-10,2.79948871634886,2.76988995349366,2016-02-15
56,62,"Gary Woodland",12577,-0.815788277775589,0.478611982147046,2.77294883575212,57,-1,-0.816050380097056,0.000262102321467061,71.7539937033867,334,-0.612269373672299,0.355312160539272,2.0593,1,"USA",76,"PGA Tour","PGA Tour",-1.00936853593237,0.398131334596874,3.38056889597618e-10,2.70141345898459,2.73133224201017,2016-02-15
57,59,"Ian Poulter",1435,-0.793027073450906,0.47416144607195,2.80373013916403,47,10,-0.929945210938003,0.136918137487097,79.7644076469514,341,-0.456552541706645,0.39473497731479,2.1182,1,"ENG",96,"PGA Tour","PGA Tour",-0.973460911254712,0.394908777250241,4.36009444286187e-10,2.78258422618642,2.76334464305771,2016-02-15
58,33,"Thongchai Jaidee",5973,-0.786977114102041,0.453551019921558,2.65705274582773,58,0,-0.782436476307189,-0.00454063779485225,102.528543339591,422,0.0960643207895259,0.407391594521042,2.8568,1,"THA",108,"European Tour","European Tour",-0.950743687355786,0.388366493321954,3.23261342717068e-10,2.47006391762982,2.61805667746876,2016-02-15
59,38,"Victor Dubuisson",10198,-0.756381086959642,0.491640033175694,2.92486506220765,59,0,-0.758331648725099,0.00195056176545683,67.2336863898612,285,-0.173337626311354,0.37795344590832,2.7364,1,"FRA",76,"European Tour","European Tour",-0.980100046299699,0.40159553866776,7.59432302212879e-10,3.11116546128655,2.88324915848457,2016-02-15
60,109,"Daniel Summerhays",12424,-0.755196314142741,0.460628714289632,2.75632200247236,54,6,-0.834534433414243,0.0793381192715025,89.366947393433,384,-0.4790380294275,0.385752048208024,1.4564,1,"USA",103,"PGA Tour","PGA Tour",-0.913656666099945,0.390687213026844,7.51168568225136e-10,2.67581518209686,2.71755996601457,2016-02-15
61,49,"Anirban Lahiri",12669,-0.752471392223338,0.470323623093723,2.82550167608316,65,-4,-0.744324988900397,-0.00814640332294114,85.1413919978094,329,0.093866442816842,0.409662490388134,2.4,1,"IND",96,"Asian Tour","Asian Tour",-0.94388667419595,0.393118719031254,5.87510123493073e-10,2.83481880957788,2.78608244872773,2016-02-15
62,80,"Cameron Tringale",14013,-0.750768071108024,0.462725175661244,2.72621937767693,61,1,-0.75267081500572,0.00190274389769562,81.7736490079427,384,-0.527071475701763,0.347878494031134,1.7911,1,"USA",98,"PGA Tour","PGA Tour",-0.920648266077291,0.393498508036596,8.85934452848388e-10,2.59759059209714,2.68666289419244,2016-02-15
63,54,"Lee Westwood",4052,-0.749803610586341,0.46504200597966,2.77292734030542,62,1,-0.752226892703074,0.00242328211673293,84.5164676478293,377,-0.267369801975407,0.376136428209292,2.2445,1,"ENG",93,"European Tour","PGA Tour",-0.925584677707815,0.3933316500135,8.05388514073901e-10,2.71141133856878,2.73365359314008,2016-02-15
64,53,"Charley Hoffman",5768,-0.748233246222422,0.470383932899344,2.90308616734093,63,1,-0.750076147529398,0.00184290130697562,76.9812177463903,360,-0.546139909832146,0.355150503386804,2.2518,1,"USA",87,"PGA Tour","PGA Tour",-0.927534090127146,0.39545665481936,9.60875359939129e-10,3.03610886956036,2.86472481238188,2016-02-15
65,29,"Andy Sullivan",15326,-0.732651208698971,0.466654751546824,2.89406003592523,66,-1,-0.734931144317925,0.00227993561895412,86.9878540558373,357,0.0577119272771874,0.398248296863168,3.1129,1,"ENG",89,"European Tour","European Tour",-0.917145026457326,0.393132869321323,9.03988203112617e-10,2.99657386923146,2.85618921544045,2016-02-15
66,74,"Joost Luiten",10158,-0.723185760867732,0.467417853842728,2.68228283525666,68,-2,-0.723356411155267,0.000170650287534602,87.2236520539202,364,-0.104303162827207,0.405147340116539,1.8552,1,"NED",95,"European Tour","European Tour",-0.899927509947939,0.392773500946847,1.14852490462254e-09,2.49785112266114,2.64124246486792,2016-02-15
67,94,"Freddie Jacobson",3846,-0.715594611859245,0.500327518909927,2.76538706778586,95,-28,-0.504179075688683,-0.211415536170562,61.8398085844993,292,-0.401633606848937,0.368700512909401,1.5392,1,"SWE",63,"PGA Tour","PGA Tour",-0.942943880722858,0.403692213040816,1.64789774729022e-09,2.66349470335785,2.7197496223915,2016-02-15
68,46,"Scott Piercy",7899,-0.705111031961782,0.481715181929006,2.82886117630437,70,-2,-0.706175944975418,0.00106491301363643,80.713446211215,323,-0.537301159093364,0.44429815993593,2.5314,1,"USA",95,"PGA Tour","PGA Tour",-0.874775159191295,0.394042119120064,1.92704608711003e-09,2.84103840144726,2.78754480471637,2016-02-15
69,164,"Graham Delaet",10252,-0.692382798697899,0.489483648797568,2.87216155723575,71,-2,-0.691041902516551,-0.00134089618134825,65.8081898307934,328,-0.459328225118465,0.356360305868737,1.0564,1,"CAN",74,"PGA Tour","PGA Tour",-0.901748175448086,0.40117686681017,2.45686241756018e-09,2.97019718359459,2.8301444783655,2016-02-15
70,72,"Graeme McDowell",7548,-0.69080957087813,0.475537274850763,2.76765352522426,73,-3,-0.688804039807608,-0.00200553107052193,77.0712603574796,337,-0.353937908289295,0.381641540045868,1.9465,1,"NIR",86,"European Tour","PGA Tour",-0.875124553397383,0.39607932092047,2.31730430972268e-09,2.69142046321886,2.72649414741968,2016-02-15
71,120,"Kevin Chappell",13305,-0.689224298394573,0.470277778941837,2.92446959176896,67,4,-0.728545135241143,0.0393208368465701,79.338347345509,353,-0.472080914518534,0.372584928137405,1.3304,1,"USA",93,"PGA Tour","PGA Tour",-0.863025046154499,0.394486211006512,2.41218579967943e-09,3.08413405850801,2.88640974288385,2016-02-15
72,96,"Kevin Streelman",8480,-0.680319334631675,0.467376052425107,2.7538167535498,79,-7,-0.592920470532115,-0.0873988640995598,82.6293129232271,369,-0.503688458801037,0.379699613848842,1.5308,1,"USA",91,"PGA Tour","PGA Tour",-0.84552492494669,0.393269227657439,2.82835780080627e-09,2.6635751936828,2.71386557105379,2016-02-15
73,132,"William McGirt",12477,-0.673904751068233,0.462592408261591,2.83991926503439,69,4,-0.718757186575284,0.0448524355070506,86.3014632293148,384,-0.413745222463661,0.37823351336579,1.2485,1,"USA",102,"PGA Tour","PGA Tour",-0.835614453342957,0.391673426908022,2.84733801533204e-09,2.87126938556537,2.80199030971419,2016-02-15
74,124,"Will Wilcox",14696,-0.666617577451435,0.494947007496804,2.8364605004313,76,-2,-0.632387535447303,-0.0342300420041319,67.8673537836926,284,-0.0553767883154247,0.40610717284714,1.289,1,"USA",79,"PGA Tour","Web.com Tour",-0.888590886927093,0.400069514116291,2.71570844797008e-09,2.86571156046259,2.79294390030966,2016-02-15
75,282,"Steve Stricker",4818,-0.652381606198011,0.580200565862531,2.69967522822909,64,11,-0.74698992193425,0.0946083157362391,40.0074740081014,205,-0.58560474257157,0.372481208836426,0.6151,1,"USA",44,"PGA Tour","PGA Tour",-0.981367177312898,0.425641206243995,6.30165421523227e-09,2.31060216780759,2.63659129204483,2016-02-15
76,83,"Hunter Mahan",7636,-0.651978093248922,0.470206709420078,2.70145903067713,74,2,-0.660594422890391,0.00861632964146919,77.4055752174046,364,-0.614394913635967,0.356586136747069,1.7303,1,"USA",89,"PGA Tour","PGA Tour",-0.821281164095399,0.395495482712197,5.01966359032782e-09,2.52684307116667,2.66022302539531,2016-02-15
77,79,"Russell Henley",14578,-0.62804140155864,0.472056710286476,2.8399959601226,72,5,-0.689623110264069,0.0615817087054286,76.858045212762,362,-0.568980302081088,0.362793584467002,1.7989,1,"USA",87,"PGA Tour","PGA Tour",-0.799038804439056,0.39567469219226,7.13748815644979e-09,2.87603431231637,2.80048915652001,2016-02-15
78,206,"Stewart Cink",5665,-0.621614903723651,0.473789255688319,2.65248712508629,92,-14,-0.541906586284087,-0.0797083174395641,79.5377264557214,332,-0.385829362453815,0.393717651984286,0.8577,1,"USA",87,"PGA Tour","PGA Tour",-0.794780268893394,0.394333332326355,6.76949857203825e-09,2.40716409900663,2.60982982011143,2016-02-15
79,55,"Daniel Berger",17606,-0.603787048586857,0.488139482471665,2.8160218593895,78,1,-0.601617718846078,-0.00216932974077932,75.3151349434445,208,-0.3688665098511,0.437191476057553,2.1958,1,"USA",92,"PGA Tour","PGA Tour",-0.786516385466201,0.396360382622323,9.13516421094815e-09,2.80910772904068,2.77339123785516,2016-02-15
80,45,"Matthew Fitzpatrick",17646,-0.58829925943395,0.491741415195617,2.83078742814759,81,-1,-0.589092900378692,0.000793640944741658,85.3244695795981,190,0.285233295107856,0.521917401790723,2.5554,1,"ENG",105,"European Tour","European Tour",-0.782552278308464,0.39385444708289,7.80825688214452e-09,2.83862837416169,2.78774960208765,2016-02-15
